Symbol,Name,Exchange,Sector,Industry
RMCF,Rocky Mountain Chocolate Factory Inc.,NYSE,Consumer Non-Durables,Specialty Foods
RMD,ResMed Inc.,NASDAQ,Health Care,Medical/Dental Instruments
RMGN,RMG Networks Holding Corporation,NYSE,Miscellaneous,Business Services
RMP,Rice Midstream Partners LP,NASDAQ,Public Utilities,Natural Gas Distribution
RMR,The RMR Group Inc.,NYSE,Consumer Services,Professional Services
RMTI,Rockwell Medical Inc.,NYSE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RNET,RigNet Inc.,NYSE,Consumer Services,Telecommunications Equipment
RNG,Ringcentral Inc.,NASDAQ,Technology,EDP Services
RNN,Rexahn Pharmaceuticals Inc.,AMEX,Health Care,Major Pharmaceuticals
RNR,RenaissanceRe Holdings Ltd.,NASDAQ,Finance,Property-Casualty Insurers
RNST,Renasant Corporation,NYSE,Finance,Major Banks
RNVA,Rennova Health Inc.,NYSE,Technology,EDP Services
RNVAW,Rennova Health Inc.,NYSE,Technology,EDP Services
RNWK,RealNetworks Inc.,NYSE,Technology,EDP Services
ROCK,Gibraltar Industries Inc.,NYSE,Capital Goods,Steel/Iron Ore
ROG,Rogers Corporation,NASDAQ,Basic Industries,Major Chemicals
ROIA,Radio One Inc.,NYSE,Consumer Services,Broadcasting
ROIAK,Radio One Inc.,NYSE,Consumer Services,Broadcasting
ROIC,Retail Opportunity Investments Corp.,NYSE,Consumer Services,Real Estate Investment Trusts
ROK,Rockwell Automation Inc.,NASDAQ,Capital Goods,Industrial Machinery/Components
ROKA,Roka Bioscience Inc.,NYSE,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ROL,Rollins Inc.,NASDAQ,Finance,Diversified Commercial Services
ROLL,RBC Bearings Incorporated,NYSE,Capital Goods,Metal Fabrications
ROP,Roper Technologies Inc.,NASDAQ,Capital Goods,Industrial Machinery/Components
ROSG,Rosetta Genomics Ltd.,NYSE,Health Care,Major Pharmaceuticals
ROST,Ross Stores Inc.,NYSE,Consumer Services,Clothing/Shoe/Accessory Stores
ROVI,Rovi Corporation,NYSE,Miscellaneous,Multi-Sector Companies
ROX,Castle Brands Inc.,AMEX,Consumer Non-Durables,Beverages (Production/Distribution)
ROYT,Pacific Coast Oil Trust,NASDAQ,Energy,Oil & Gas Production
RP,RealPage Inc.,NYSE,Technology,Computer Software: Prepackaged Software
RPAI,Retail Properties of America Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
RPD,Rapid7 Inc.,NYSE,Technology,Computer Software: Prepackaged Software
RPM,RPM International Inc.,NASDAQ,Basic Industries,Paints/Coatings
RPRX,Repros Therapeutics Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RPT,Ramco-Gershenson Properties Trust,NASDAQ,Consumer Services,Real Estate Investment Trusts
RPTP,Raptor Pharmaceutical Corp.,NYSE,Health Care,Major Pharmaceuticals
RPXC,RPX Corporation,NYSE,Miscellaneous,Multi-Sector Companies
RRC,Range Resources Corporation,NASDAQ,Energy,Oil & Gas Production
RRD,R.R. Donnelley & Sons Company,NYSE,Miscellaneous,Publishing
RRGB,Red Robin Gourmet Burgers Inc.,NYSE,Consumer Services,Restaurants
RRM,RR Media Ltd.,NYSE,Consumer Services,Telecommunications Equipment
RRMS,Rose Rock Midstream L.P.,NASDAQ,Energy,Natural Gas Distribution
RRTS,Roadrunner Transportation Systems Inc,NASDAQ,Transportation,Oil Refining/Marketing
RS,Reliance Steel & Aluminum Co.,NASDAQ,Basic Industries,Metal Fabrications
RSE,Rouse Properties Inc.,NASDAQ,Finance,Real Estate
RSG,Republic Services Inc.,NASDAQ,Public Utilities,Environmental Services
RSO,Resource Capital Corp.,NASDAQ,Consumer Services,Real Estate Investment Trusts
RSPP,RSP Permian Inc.,NASDAQ,Energy,Oil & Gas Production
RST,Rosetta Stone,NASDAQ,Technology,Computer Software: Prepackaged Software
RSTI,Rofin-Sinar Technologies Inc.,NYSE,Miscellaneous,Industrial Machinery/Components
RSYS,RadiSys Corporation,NYSE,Technology,Computer peripheral equipment
RT,Ruby Tuesday Inc.,NASDAQ,Consumer Services,Restaurants
RTEC,Rudolph Technologies Inc.,NASDAQ,Capital Goods,Industrial Machinery/Components
RTIX,RTI Surgical Inc.,NYSE,Health Care,Industrial Specialties
RTK,Rentech Inc.,NYSE,Basic Industries,Agricultural Chemicals
RTN,Raytheon Company,NASDAQ,Capital Goods,Industrial Machinery/Components
RTRX,Retrophin Inc.,NYSE,Health Care,Major Pharmaceuticals
RTTR,Ritter Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
RUBI,The Rubicon Project Inc.,NASDAQ,Technology,Computer Software: Programming Data Processing
RUN,Sunrun Inc.,NYSE,Capital Goods,Industrial Specialties
RUSHA,Rush Enterprises Inc.,NYSE,Consumer Durables,Automotive Aftermarket
RUSHB,Rush Enterprises Inc.,NYSE,Consumer Durables,Automotive Aftermarket
RUTH,Ruth's Hospitality Group Inc.,NYSE,Consumer Services,Restaurants
RVLT,Revolution Lighting Technologies Inc.,NYSE,Consumer Durables,Building Products
RVNC,Revance Therapeutics Inc.,NYSE,Health Care,Major Pharmaceuticals
RVP,Retractable Technologies Inc.,AMEX,Health Care,Medical/Dental Instruments
RVSB,Riverview Bancorp Inc,NYSE,Finance,Savings Institutions
RWC,RELM Wireless Corporation,AMEX,Technology,Radio And Television Broadcasting And Communications Equipment
RWLK,ReWalk Robotics Ltd,NYSE,Health Care,Industrial Specialties
RWT,Redwood Trust Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
RXDX,Ignyta Inc.,NYSE,Health Care,Major Pharmaceuticals
RXII,RXI Pharmaceuticals Corporation,NYSE,Health Care,Major Pharmaceuticals
RXN,Rexnord Corporation,NASDAQ,Technology,Industrial Machinery/Components
RY,Royal Bank Of Canada,NASDAQ,Finance,Commercial Banks
RYAAY,Ryanair Holdings plc,NYSE,Transportation,Air Freight/Delivery Services
RYAM,Rayonier Advanced Materials Inc.,NASDAQ,Basic Industries,Major Chemicals
RYI,Ryerson Holding Corporation,NASDAQ,Basic Industries,Metal Fabrications
RYN,Rayonier Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
RZA,Reinsurance Group of America Incorporated,NASDAQ,Finance,Life Insurance
S,Sprint Corporation,NASDAQ,Public Utilities,Telecommunications Equipment
SA,Seabridge Gold Inc.,NASDAQ,Basic Industries,Precious Metals
SAAS,inContact Inc.,NYSE,Technology,Computer Software: Prepackaged Software
SABR,Sabre Corporation,NYSE,Technology,Computer Software: Programming Data Processing
SAEX,SAExploration Holdings Inc.,NYSE,Energy,Oil & Gas Production
SAFM,Sanderson Farms Inc.,NYSE,Consumer Non-Durables,Meat/Poultry/Fish
SAFT,Safety Insurance Group Inc.,NYSE,Finance,Property-Casualty Insurers
SAGE,Sage Therapeutics Inc.,NYSE,Health Care,Major Pharmaceuticals
SAH,Sonic Automotive Inc.,NASDAQ,Consumer Durables,Automotive Aftermarket
SAIA,Saia Inc.,NYSE,Transportation,Trucking Freight/Courier Services
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,NASDAQ,Technology,EDP Services
SAJA,Sajan Inc.,NYSE,Miscellaneous,Business Services
SAL,Salisbury Bancorp Inc.,NYSE,Finance,Savings Institutions
SALE,RetailMeNot Inc.,NYSE,Consumer Services,Advertising
SALM,Salem Media Group Inc.,NYSE,Consumer Services,Broadcasting
SALT,Scorpio Bulkers Inc.,NASDAQ,Transportation,Marine Transportation
SAM,Boston Beer Company Inc. (The),NASDAQ,Consumer Non-Durables,Beverages (Production/Distribution)
SAMG,Silvercrest Asset Management Group Inc.,NYSE,Finance,Investment Managers
SAN,Banco Santander S.A.,NASDAQ,Finance,Commercial Banks
SANM,Sanmina Corporation,NYSE,Technology,Electrical Products
SANW,S&W Seed Company,NYSE,Consumer Non-Durables,Farming/Seeds/Milling
SAP,SAP SE,NASDAQ,Technology,Computer Software: Prepackaged Software
SASR,Sandy Spring Bancorp Inc.,NYSE,Finance,Major Banks
SATS,EchoStar Corporation,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment
SAUC,Diversified Restaurant Holdings Inc.,NYSE,Consumer Services,Restaurants
SAVE,Spirit Airlines Inc.,NYSE,Transportation,Air Freight/Delivery Services
SB,Safe Bulkers Inc,NASDAQ,Transportation,Marine Transportation
SBAC,SBA Communications Corporation,NYSE,Consumer Services,Telecommunications Equipment
SBBP,Strongbridge Biopharma plc,NYSE,Health Care,Major Pharmaceuticals
SBBX,Sussex Bancorp,NYSE,Finance,Major Banks
SBCF,Seacoast Banking Corporation of Florida,NYSE,Finance,Major Banks
SBCP,Sunshine Bancorp Inc.,NYSE,Finance,Savings Institutions
SBFG,SB Financial Group Inc.,NYSE,Finance,Major Banks
SBFGP,SB Financial Group Inc.,NYSE,Finance,Major Banks
SBGI,Sinclair Broadcast Group Inc.,NYSE,Consumer Services,Broadcasting
SBGL,Sibanye Gold Limited,NASDAQ,Basic Industries,Precious Metals
SBH,Sally Beauty Holdings Inc.,NASDAQ,Consumer Services,Other Specialty Stores
SBLK,Star Bulk Carriers Corp.,NYSE,Transportation,Marine Transportation
SBLKL,Star Bulk Carriers Corp.,NYSE,Transportation,Marine Transportation
SBNA,Scorpio Tankers Inc.,NASDAQ,Transportation,Marine Transportation
SBNB,Scorpio Tankers Inc.,NASDAQ,Transportation,Marine Transportation
SBNY,Signature Bank,NYSE,Finance,Major Banks
SBNYW,Signature Bank,NYSE,Finance,Major Banks
SBOT,Stellar Biotechnologies Inc.,NYSE,Health Care,Major Pharmaceuticals
SBR,Sabine Royalty Trust,NASDAQ,Energy,Oil & Gas Production
SBRA,Sabra Healthcare REIT Inc.,NYSE,Consumer Services,Real Estate Investment Trusts
SBRAP,Sabra Healthcare REIT Inc.,NYSE,Consumer Services,Real Estate Investment Trusts
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,NASDAQ,Public Utilities,Water Supply
SBSA,Spanish Broadcasting System Inc.,NYSE,Consumer Services,Broadcasting
SBSI,Southside Bancshares Inc.,NYSE,Finance,Major Banks
SBUX,Starbucks Corporation,NYSE,Consumer Services,Restaurants
SBY,Silver Bay Realty Trust Corp.,NASDAQ,Consumer Services,Real Estate Investment Trusts
SC,Santander Consumer USA Holdings Inc.,NASDAQ,Finance,Finance: Consumer Services
SCAI,Surgical Care Affiliates Inc.,NYSE,Health Care,Medical Specialities
SCCO,Southern Copper Corporation,NASDAQ,Basic Industries,Precious Metals
SCG,Scana Corporation,NASDAQ,Public Utilities,Power Generation
SCHL,Scholastic Corporation,NYSE,Consumer Services,Books
SCHN,Schnitzer Steel Industries Inc.,NYSE,Consumer Durables,Industrial Specialties
SCHW,The Charles Schwab Corporation,NASDAQ,Finance,Investment Bankers/Brokers/Service
SCI,Service Corporation International,NASDAQ,Consumer Services,Other Consumer Services
SCL,Stepan Company,NASDAQ,Basic Industries,Package Goods/Cosmetics
SCLN,SciClone Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
SCMP,Sucampo Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
SCNB,Suffolk Bancorp,NASDAQ,Finance,Major Banks
SCON,Superconductor Technologies Inc.,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment
SCOR,comScore Inc.,NYSE,Miscellaneous,Business Services
SCS,Steelcase Inc.,NASDAQ,Consumer Durables,Office Equipment/Supplies/Services
SCSC,ScanSource Inc.,NYSE,Technology,Retail: Computer Software & Peripheral Equipment
SCSS,Select Comfort Corporation,NYSE,Consumer Durables,Home Furnishings
SCTY,SolarCity Corporation,NYSE,Basic Industries,Engineering & Construction
SCVL,Shoe Carnival Inc.,NYSE,Consumer Services,Clothing/Shoe/Accessory Stores
SCWX,SecureWorks Corp.,NYSE,Technology,Computer Software: Prepackaged Software
SCX,L.S. Starrett Company (The),NASDAQ,Capital Goods,Industrial Machinery/Components
SCYX,SCYNEXIS Inc.,NYSE,Health Care,Major Pharmaceuticals
SDLP,Seadrill Partners LLC,NASDAQ,Energy,Oil & Gas Production
SDPI,Superior Drilling Products Inc.,AMEX,Energy,Metal Fabrications
SDR,SandRidge Mississippian Trust II,NASDAQ,Energy,Oil & Gas Production
SDRL,Seadrill Limited,NASDAQ,Energy,Oil & Gas Production
SDT,SandRidge Mississippian Trust I,NASDAQ,Energy,Oil & Gas Production
SE,Spectra Energy Corp,NASDAQ,Public Utilities,Oil & Gas Production
SEAC,SeaChange International Inc.,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment
SEAS,SeaWorld Entertainment Inc.,NASDAQ,Consumer Services,Services-Misc. Amusement & Recreation
SEB,Seaboard Corporation,AMEX,Finance,Investment Bankers/Brokers/Service
SEDG,SolarEdge Technologies Inc.,NYSE,Technology,Semiconductors
SEE,Sealed Air Corporation,NASDAQ,Basic Industries,Major Chemicals
SEED,Origin Agritech Limited,NYSE,Consumer Non-Durables,Farming/Seeds/Milling
SEIC,SEI Investments Company,NYSE,Finance,Investment Bankers/Brokers/Service
SELF,Global Self Storage Inc.,NYSE,Consumer Services,Real Estate Investment Trusts
SEM,Select Medical Holdings Corporation,NASDAQ,Health Care,Hospital/Nursing Management
SEMG,Semgroup Corporation,NASDAQ,Energy,Oilfield Services/Equipment
SEMI,SunEdison Semiconductor Limited,NYSE,Technology,Semiconductors
SENEA,Seneca Foods Corp.,NYSE,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp.,NYSE,Consumer Non-Durables,Packaged Foods
SENS,Senseonics Holdings Inc.,AMEX,Capital Goods,Industrial Machinery/Components
SEP,Spectra Energy Partners LP,NASDAQ,Public Utilities,Natural Gas Distribution
SERV,ServiceMaster Global Holdings Inc.,NASDAQ,Consumer Services,Other Consumer Services
SEV,Sevcon Inc.,NYSE,Energy,Industrial Machinery/Components
SF,Stifel Financial Corporation,NASDAQ,Finance,Investment Bankers/Brokers/Service
SFBC,Sound Financial Bancorp Inc.,NYSE,Finance,Savings Institutions
SFBS,ServisFirst Bancshares Inc.,NYSE,Finance,Major Banks
SFE,Safeguard Scientifics Inc.,NASDAQ,Finance,Finance/Investors Services
SFL,Ship Finance International Limited,NASDAQ,Transportation,Marine Transportation
SFLY,Shutterfly Inc.,NYSE,Miscellaneous,Other Consumer Services
SFM,Sprouts Farmers Market Inc.,NYSE,Consumer Services,Food Chains
SFN,Stifel Financial Corporation,NASDAQ,Finance,Investment Bankers/Brokers/Service
SFNC,Simmons First National Corporation,NYSE,Finance,Major Banks
SFR,Colony Starwood Homes,NASDAQ,Consumer Services,Real Estate Investment Trusts
SFS,Smart,NASDAQ,Consumer Services,Food Chains
SFST,Southern First Bancshares Inc.,NYSE,Finance,Major Banks
SFUN,SouFun Holdings Limited,NASDAQ,Technology,EDP Services
SGA,Saga Communications Inc.,AMEX,Consumer Services,Broadcasting
SGB,Southwest Georgia Financial Corporation,AMEX,Finance,Major Banks
SGC,Superior Uniform Group Inc.,NYSE,Consumer Non-Durables,Apparel
SGEN,Seattle Genetics Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGI,Silicon Graphics International Corp,NYSE,Technology,Computer Manufacturing
SGM,Stonegate Mortgage Corporation,NASDAQ,Finance,Finance: Consumer Services
SGMA,SigmaTron International Inc.,NYSE,Technology,Electrical Products
SGMO,Sangamo BioSciences Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMS,Scientific Games Corp,NYSE,Technology,EDP Services
SGNL,Signal Genetics Inc.,NYSE,Health Care,Medical Specialities
SGNT,Sagent Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
SGOC,SGOCO Group Ltd,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment
SGRP,SPAR Group Inc.,NYSE,Miscellaneous,Business Services
SGRY,Surgery Partners Inc.,NYSE,Health Care,Hospital/Nursing Management
SGU,Star Gas Partners L.P.,NASDAQ,Consumer Services,Other Specialty Stores
SGY,Stone Energy Corporation,NASDAQ,Energy,Oil & Gas Production
SGYP,Synergy Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
SGYPU,Synergy Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
SGYPW,Synergy Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
SGZA,Selective Insurance Group Inc.,NASDAQ,Finance,Property-Casualty Insurers
SHAK,Shake Shack Inc.,NASDAQ,Consumer Services,Restaurants
SHBI,Shore Bancshares Inc,NYSE,Finance,Major Banks
SHEN,Shenandoah Telecommunications Co,NYSE,Public Utilities,Telecommunications Equipment
SHG,Shinhan Financial Group Co Ltd,NASDAQ,Finance,Major Banks
SHI,SINOPEC Shangai Petrochemical Company Ltd.,NASDAQ,Basic Industries,Major Chemicals
SHIP,Seanergy Maritime Holdings Corp,NYSE,Transportation,Marine Transportation
SHLD,Sears Holdings Corporation,NYSE,Consumer Services,Department/Specialty Retail Stores
SHLDW,Sears Holdings Corporation,NYSE,Consumer Services,Department/Specialty Retail Stores
SHLM,A. Schulman Inc.,NYSE,Basic Industries,Major Chemicals
SHLO,Shiloh Industries Inc.,NYSE,Capital Goods,Industrial Specialties
SHLX,Shell Midstream Partners L.P.,NASDAQ,Energy,Natural Gas Distribution
SHO,Sunstone Hotel Investors Inc.,NASDAQ,Consumer Services,Hotels/Resorts
SHOO,Steven Madden Ltd.,NYSE,Consumer Non-Durables,Shoe Manufacturing
SHOP,Shopify Inc.,NASDAQ,Technology,Computer Software: Prepackaged Software
SHOR,ShoreTel Inc.,NYSE,Public Utilities,Telecommunications Equipment
SHOS,Sears Hometown and Outlet Stores Inc.,NYSE,Consumer Services,Department/Specialty Retail Stores
SHPG,Shire plc,NYSE,Health Care,Major Pharmaceuticals
SHSP,SharpSpring Inc.,NYSE,Technology,Advertising
SHW,Sherwin-Williams Company (The),NASDAQ,Consumer Services,RETAIL: Building Materials
SID,National Steel Company,NASDAQ,Capital Goods,Steel/Iron Ore
SIEB,Siebert Financial Corp.,NYSE,Finance,Investment Bankers/Brokers/Service
SIEN,Sientra Inc.,NYSE,Health Care,Industrial Specialties
SIF,SIFCO Industries Inc.,AMEX,Capital Goods,Aerospace
SIFI,SI Financial Group Inc.,NYSE,Finance,Savings Institutions
SIFY,Sify Technologies Limited,NYSE,Technology,Computer Software: Programming Data Processing
SIG,Signet Jewelers Limited,NASDAQ,Consumer Services,Consumer Specialties
SIGI,Selective Insurance Group Inc.,NYSE,Finance,Property-Casualty Insurers
SIGM,Sigma Designs Inc.,NYSE,Technology,Semiconductors
SILC,Silicom Ltd,NYSE,Technology,Computer Communications Equipment
SIM,Grupo Simec S.A. de C.V.,AMEX,Basic Industries,Steel/Iron Ore
SIMO,Silicon Motion Technology Corporation,NYSE,Technology,Semiconductors
SINA,Sina Corporation,NYSE,Technology,Computer Software: Prepackaged Software
SINO,Sino-Global Shipping America Ltd.,NYSE,Transportation,Oil Refining/Marketing
SIR,Select Income REIT,NASDAQ,Consumer Services,Real Estate Investment Trusts
SIRI,Sirius XM Holdings Inc.,NYSE,Consumer Services,Broadcasting
SITO,SITO Mobile Ltd.,NYSE,Miscellaneous,Business Services
SIVB,SVB Financial Group,NYSE,Finance,Major Banks
SIVBO,SVB Financial Group,NYSE,Finance,Major Banks
SIX,Six Flags Entertainment Corporation New,NASDAQ,Consumer Services,Services-Misc. Amusement & Recreation
SJI,South Jersey Industries Inc.,NASDAQ,Public Utilities,Oil/Gas Transmission
SJM,J.M. Smucker Company (The),NASDAQ,Consumer Non-Durables,Packaged Foods
SJR,Shaw Communications Inc.,NASDAQ,Consumer Services,Television Services
SJT,San Juan Basin Royalty Trust,NASDAQ,Energy,Oil & Gas Production
SJW,SJW Corporation,NASDAQ,Public Utilities,Water Supply
SKIS,Peak Resorts Inc.,NYSE,Consumer Services,Hotels/Resorts
SKLN,Skyline Medical Inc.,NYSE,Health Care,Industrial Specialties
SKM,SK Telecom Co. Ltd.,NASDAQ,Public Utilities,Telecommunications Equipment
SKT,Tanger Factory Outlet Centers Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
SKUL,Skullcandy Inc.,NYSE,Consumer Non-Durables,Consumer Electronics/Appliances
SKX,Skechers U.S.A. Inc.,NASDAQ,Consumer Non-Durables,Shoe Manufacturing
SKY,Skyline Corporation,AMEX,Basic Industries,Homebuilding
SKYS,Sky Solar Holdings Ltd.,NYSE,Public Utilities,Electric Utilities: Central
SKYW,SkyWest Inc.,NYSE,Transportation,Air Freight/Delivery Services
SLAB,Silicon Laboratories Inc.,NYSE,Technology,Semiconductors
SLB,Schlumberger N.V.,NASDAQ,Energy,Oilfield Services/Equipment
SLCA,U.S. Silica Holdings Inc.,NASDAQ,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SLCT,Select Bancorp Inc.,NYSE,Finance,Major Banks
SLF,Sun Life Financial Inc.,NASDAQ,Finance,Life Insurance
SLG,SL Green Realty Corporation,NASDAQ,Consumer Services,Real Estate Investment Trusts
SLGN,Silgan Holdings Inc.,NYSE,Consumer Durables,Containers/Packaging
SLI,SL Industries Inc.,AMEX,Capital Goods,Industrial Machinery/Components
SLM,SLM Corporation,NYSE,Finance,Finance: Consumer Services
SLMAP,SLM Corporation,NYSE,Finance,Finance: Consumer Services
SLMBP,SLM Corporation,NYSE,Finance,Finance: Consumer Services
SLP,Simulations Plus Inc.,NYSE,Technology,EDP Services
SLTB,Scorpio Bulkers Inc.,NASDAQ,Transportation,Marine Transportation
SLVO,region,NYSE,Finance,Investment Bankers/Brokers/Service
SLW,Silver Wheaton Corp,NASDAQ,Basic Industries,Precious Metals
SM,SM Energy Company,NASDAQ,Energy,Oil & Gas Production
SMBC,Southern Missouri Bancorp Inc.,NYSE,Finance,Banks
SMBK,SmartFinancial Inc.,NYSE,Finance,Major Banks
SMCI,Super Micro Computer Inc.,NYSE,Technology,Computer Manufacturing
SMED,Sharps Compliance Corp,NYSE,Basic Industries,Environmental Services
SMFG,Sumitomo Mitsui Financial Group Inc,NASDAQ,Finance,Commercial Banks
SMG,Scotts Miracle-Gro Company (The),NASDAQ,Basic Industries,Agricultural Chemicals
SMI,Semiconductor  Manufacturing International Corporation,NASDAQ,Technology,Semiconductors
SMIT,Schmitt Industries Inc.,NYSE,Capital Goods,Industrial Machinery/Components
SMLP,Summit Midstream Partners LP,NASDAQ,Public Utilities,Natural Gas Distribution
SMLR,Semler Scientific Inc.,NYSE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SMMF,Summit Financial Group Inc.,NYSE,Finance,Major Banks
SMMT,Summit Therapeutics plc,NYSE,Health Care,Major Pharmaceuticals
SMP,Standard Motor Products Inc.,NASDAQ,Capital Goods,Auto Parts:O.E.M.
SMRT,Stein Mart Inc.,NYSE,Consumer Services,Clothing/Shoe/Accessory Stores
SMSI,Smith Micro Software Inc.,NYSE,Technology,Computer Software: Prepackaged Software
SMT,SMART Technologies Inc.,NYSE,Technology,Computer peripheral equipment
SMTC,Semtech Corporation,NYSE,Technology,Semiconductors
SMTX,SMTC Corporation,NYSE,Technology,Electrical Products
SN,Sanchez Energy Corporation,NASDAQ,Energy,Oil & Gas Production
SNA,Snap-On Incorporated,NASDAQ,Capital Goods,Industrial Machinery/Components
SNAK,Inventure Foods Inc.,NYSE,Consumer Non-Durables,Packaged Foods
SNBC,Sun Bancorp Inc.,NYSE,Finance,Commercial Banks
SNC,State National Companies Inc.,NYSE,Finance,Property-Casualty Insurers
SNCR,Synchronoss Technologies Inc.,NYSE,Technology,EDP Services
SNDK,SanDisk Corporation,NYSE,Technology,Electronic Components
SNDX,Syndax Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
SNE,Sony Corp Ord,NASDAQ,Consumer Non-Durables,Consumer Electronics/Appliances
SNFCA,Security National Financial Corporation,NYSE,Finance,Finance: Consumer Services
SNH,Senior Housing Properties Trust,NASDAQ,Consumer Services,Real Estate Investment Trusts
SNHN,Senior Housing Properties Trust,NASDAQ,Consumer Services,Real Estate Investment Trusts
SNHO,Senior Housing Properties Trust,NASDAQ,Consumer Services,Real Estate Investment Trusts
SNHY,Sun Hydraulics Corporation,NYSE,Capital Goods,Metal Fabrications
SNI,Scripps Networks Interactive Inc,NYSE,Consumer Services,Television Services
SNMX,Senomyx Inc.,NYSE,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SNN,Smith & Nephew SNATS Inc.,NASDAQ,Health Care,Industrial Specialties
SNOW,Intrawest Resorts Holdings Inc.,NASDAQ,Consumer Services,Services-Misc. Amusement & Recreation
SNP,China Petroleum & Chemical Corporation,NASDAQ,Energy,Integrated oil Companies
SNPS,Synopsys Inc.,NYSE,Technology,Computer Software: Prepackaged Software
SNR,New Senior Investment Group Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
SNSS,Sunesis Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
SNTA,Synta Pharmaceuticals Corp.,NYSE,Health Care,Major Pharmaceuticals
SNV,Synovus Financial Corp.,NASDAQ,Finance,Major Banks
SNX,Synnex Corporation,NASDAQ,Technology,Retail: Computer Software & Peripheral Equipment
SNY,Sanofi,NASDAQ,Health Care,Major Pharmaceuticals
SO,Southern Company (The),NASDAQ,Public Utilities,Electric Utilities: Central
SOCB,Southcoast Financial Corporation,NYSE,Finance,Major Banks
SODA,SodaStream International Ltd.,NYSE,Consumer Durables,Consumer Electronics/Appliances
SOFO,Sonic Foundry Inc.,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment
SOHO,Sotherly Hotels Inc.,NYSE,Consumer Services,Real Estate Investment Trusts
SOHOL,Sotherly Hotels LP,NYSE,Consumer Services,Hotels/Resorts
SOHOM,Sotherly Hotels LP,NYSE,Consumer Services,Hotels/Resorts
SOHU,Sohu.com Inc.,NYSE,Technology,EDP Services
SOJA,Southern Company (The),NASDAQ,Public Utilities,Electric Utilities: Central
SOL,Renesola Ltd.,NASDAQ,Technology,Semiconductors
SON,Sonoco Products Company,NASDAQ,Consumer Durables,Containers/Packaging
SONA,Southern National Bancorp of Virginia Inc.,NYSE,Finance,Major Banks
SONC,Sonic Corp.,NYSE,Consumer Services,Restaurants
SONS,Sonus Networks Inc.,NYSE,Technology,EDP Services
SORL,SORL Auto Parts Inc.,NYSE,Capital Goods,Auto Parts:O.E.M.
SP,SP Plus Corporation,NYSE,Consumer Services,Rental/Leasing Companies
SPA,Sparton Corporation,NASDAQ,Technology,Electrical Products
SPAN,Span-America Medical Systems Inc.,NYSE,Health Care,Industrial Specialties
SPAR,Spartan Motors Inc.,NYSE,Capital Goods,Auto Manufacturing
SPCB,SuperCom Ltd.,NYSE,Technology,Semiconductors
SPEX,Spherix Incorporated,NYSE,Miscellaneous,Multi-Sector Companies
SPG,Simon Property Group Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
SPGI,S&P Global Inc.,NASDAQ,Finance,Finance: Consumer Services
SPH,Suburban Propane Partners L.P.,NASDAQ,Consumer Services,Other Specialty Stores
SPI,SPI Energy Co. Ltd.,NYSE,Technology,Semiconductors
SPIL,Siliconware Precision Industries Company Ltd.,NYSE,Technology,Semiconductors
SPKE,Spark Energy Inc.,NYSE,Public Utilities,Power Generation
SPLK,Splunk Inc.,NYSE,Technology,Computer Software: Prepackaged Software
SPLP,Steel Partners Holdings LP,NASDAQ,Capital Goods,Industrial Specialties
SPLS,Staples Inc.,NYSE,Consumer Services,Other Specialty Stores
SPN,Superior Energy Services Inc.,NASDAQ,Energy,Oilfield Services/Equipment
SPNC,The Spectranetics Corporation,NYSE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
