Symbol,Name,Exchange,Sector,Industry
ELECU,Electrum Special Acquisition Corporation,NYSE,Finance,Business Services
ELECW,Electrum Special Acquisition Corporation,NYSE,Finance,Business Services
ELGX,Endologix Inc.,NYSE,Health Care,Medical/Dental Instruments
ELJ,Entergy Louisiana Inc.,NASDAQ,Public Utilities,Electric Utilities: Central
ELLI,Ellie Mae Inc.,NASDAQ,Technology,Computer Software: Prepackaged Software
ELLO,Ellomay Capital Ltd.,AMEX,Public Utilities,Electric Utilities: Central
ELMD,Electromed Inc.,AMEX,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELNK,EarthLink Holdings Corp.,NYSE,Technology,Computer Software: Programming Data Processing
ELON,Echelon Corporation,NYSE,Technology,Computer Communications Equipment
ELOS,Syneron Medical Ltd.,NYSE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELP,Companhia Paranaense de Energia (COPEL),NASDAQ,Public Utilities,Electric Utilities: Central
ELRC,Electro Rent Corporation,NYSE,Technology,Diversified Commercial Services
ELS,Equity Lifestyle Properties Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
ELSE,Electro-Sensors Inc.,NYSE,Capital Goods,Industrial Machinery/Components
ELTK,Eltek Ltd.,NYSE,Technology,Electrical Products
ELU,Entergy Louisiana Inc.,NASDAQ,Public Utilities,Electric Utilities: Central
ELY,Callaway Golf Company,NASDAQ,Consumer Non-Durables,Recreational Products/Toys
EMAN,eMagin Corporation,AMEX,Technology,Semiconductors
EMC,EMC Corporation,NASDAQ,Technology,Electronic Components
EMCF,Emclaire Financial Corp,NYSE,Finance,Major Banks
EMCI,EMC Insurance Group Inc.,NYSE,Finance,Property-Casualty Insurers
EME,EMCOR Group Inc.,NASDAQ,Capital Goods,Engineering & Construction
EMES,Emerge Energy Services LP,NASDAQ,Energy,Oilfield Services/Equipment
EMG,Emergent Capital Inc.,NASDAQ,Finance,Life Insurance
EMITF,Elbit Imaging Ltd.,NYSE,Consumer Services,Building operators
EMKR,EMCORE Corporation,NYSE,Technology,Semiconductors
EML,Eastern Company (The),NYSE,Capital Goods,Industrial Machinery/Components
EMN,Eastman Chemical Company,NASDAQ,Basic Industries,Major Chemicals
EMQ,Entergy Mississippi Inc.,NASDAQ,Public Utilities,Electric Utilities: Central
EMR,Emerson Electric Company,NASDAQ,Energy,Consumer Electronics/Appliances
EMXX,Eurasian Minerals Inc.,AMEX,Basic Industries,Precious Metals
EMZ,Entergy Mississippi Inc.,NASDAQ,Public Utilities,Electric Utilities: Central
ENB,Enbridge Inc,NASDAQ,Energy,Natural Gas Distribution
ENBL,Enable Midstream Partners LP,NASDAQ,Public Utilities,Natural Gas Distribution
ENDP,Endo International plc,NYSE,Health Care,Major Pharmaceuticals
ENFC,Entegra Financial Corp.,NYSE,Finance,Banks
ENG,ENGlobal Corporation,NYSE,Consumer Services,Military/Government/Technical
ENH,Endurance Specialty Holdings Ltd,NASDAQ,Finance,Property-Casualty Insurers
ENIA,Enersis Americas S.A.,NASDAQ,Public Utilities,Electric Utilities: Central
ENIC,Enersis Chile S.A.,NASDAQ,Public Utilities,Electric Utilities: Central
ENJ,Entergy New Orleans Inc.,NASDAQ,Public Utilities,Power Generation
ENLC,EnLink Midstream LLC,NASDAQ,Public Utilities,Natural Gas Distribution
ENLK,EnLink Midstream Partners LP,NASDAQ,Public Utilities,Natural Gas Distribution
ENO,Entergy New Orleans Inc.,NASDAQ,Public Utilities,Power Generation
ENOC,EnerNOC Inc.,NYSE,Technology,Computer Software: Programming Data Processing
ENPH,Enphase Energy Inc.,NYSE,Technology,Semiconductors
ENR,Energizer Holdings Inc.,NASDAQ,Miscellaneous,Industrial Machinery/Components
ENRJ,EnerJex Resources Inc.,AMEX,Energy,Oil & Gas Production
ENS,Enersys,NASDAQ,Consumer Non-Durables,Telecommunications Equipment
ENSG,The Ensign Group Inc.,NYSE,Health Care,Hospital/Nursing Management
ENSV,ENSERVCO Corporation,AMEX,Energy,Oilfield Services/Equipment
ENT,Global Eagle Entertainment Inc.,NYSE,Consumer Services,Telecommunications Equipment
ENTA,Enanta Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
ENTG,Entegris Inc.,NYSE,Consumer Non-Durables,Plastic Products
ENTL,Entellus Medical Inc.,NYSE,Health Care,Medical/Dental Instruments
ENV,Envestnet Inc,NASDAQ,Miscellaneous,Business Services
ENVA,Enova International Inc.,NASDAQ,Finance,Finance: Consumer Services
ENZ,Enzo Biochem Inc.,NASDAQ,Health Care,Medical Specialities
ENZN,Enzon Pharmaceuticals Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EOCA,Endesa Americas S.A.,NASDAQ,Public Utilities,Electric Utilities: Central
EOCC,Empresa Nacional de Electricidad S.A.,NASDAQ,Public Utilities,Electric Utilities: Central
EOG,EOG Resources Inc.,NASDAQ,Energy,Oil & Gas Production
EPAM,EPAM Systems Inc.,NASDAQ,Technology,EDP Services
EPAY,Bottomline Technologies Inc.,NYSE,Technology,Computer Software: Prepackaged Software
EPC,Energizer Holdings Inc.,NASDAQ,Consumer Non-Durables,Package Goods/Cosmetics
EPD,Enterprise Products Partners L.P.,NASDAQ,Public Utilities,Natural Gas Distribution
EPE,EP Energy Corporation,NASDAQ,Energy,Oil & Gas Production
EPIQ,EPIQ Systems Inc.,NYSE,Technology,EDP Services
EPIX,ESSA Pharma Inc.,NYSE,Health Care,Major Pharmaceuticals
EPM,Evolution Petroleum Corporation Inc.,AMEX,Energy,Oil & Gas Production
EPR,EPR Properties,NASDAQ,Consumer Services,Real Estate Investment Trusts
EPRS,EPIRUS Biopharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
EPZM,Epizyme Inc.,NYSE,Health Care,Major Pharmaceuticals
EQBK,Equity Bancshares Inc.,NYSE,Finance,Major Banks
EQC,Equity Commonwealth,NASDAQ,Consumer Services,Real Estate Investment Trusts
EQCO,Equity Commonwealth,NASDAQ,Consumer Services,Real Estate Investment Trusts
EQFN,Equitable Financial Corp.,NYSE,Finance,Savings Institutions
EQGP,EQT GP Holdings LP,NASDAQ,Public Utilities,Natural Gas Distribution
EQIX,Equinix Inc.,NYSE,Consumer Services,Real Estate Investment Trusts
EQM,EQT Midstream Partners LP,NASDAQ,Public Utilities,Natural Gas Distribution
EQR,Equity Residential,NASDAQ,Consumer Services,Real Estate Investment Trusts
EQT,EQT Corporation,NASDAQ,Energy,Oil & Gas Production
EQY,Equity One Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
ERA,Era Group Inc.,NASDAQ,Transportation,Transportation Services
ERB,ERBA Diagnostics Inc.,AMEX,Health Care,Major Pharmaceuticals
ERF,Enerplus Corporation,NASDAQ,Energy,Oil & Gas Production
ERI,Eldorado Resorts Inc.,NYSE,Consumer Services,Hotels/Resorts
ERIC,Ericsson,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company,NYSE,Finance,Specialty Insurers
ERII,Energy Recovery Inc.,NYSE,Technology,Industrial Machinery/Components
ERJ,Embraer-Empresa Brasileira de Aeronautica,NASDAQ,Capital Goods,Aerospace
ERN,Erin Energy Corp.,AMEX,Energy,Oil & Gas Production
EROS,Eros International PLC,NASDAQ,Consumer Services,Movies/Entertainment
ERS,Empire Resources Inc.,NYSE,Basic Industries,Metal Fabrications
ES,Eversource Energy,NASDAQ,Public Utilities,Electric Utilities: Central
ESBK,Elmira Savings Bank NY (The),NYSE,Finance,Major Banks
ESCA,Escalade Incorporated,NYSE,Consumer Non-Durables,Recreational Products/Toys
ESE,ESCO Technologies Inc.,NASDAQ,Consumer Durables,Telecommunications Equipment
ESEA,Euroseas Ltd.,NYSE,Transportation,Marine Transportation
ESES,Eco-Stim Energy Solutions Inc.,NYSE,Energy,Oilfield Services/Equipment
ESGR,Enstar Group Limited,NYSE,Finance,Property-Casualty Insurers
ESI,ITT Educational Services Inc.,NASDAQ,Consumer Services,Other Consumer Services
ESIO,Electro Scientific Industries Inc.,NYSE,Miscellaneous,Industrial Machinery/Components
ESL,Esterline Technologies Corporation,NASDAQ,Capital Goods,Industrial Machinery/Components
ESLT,Elbit Systems Ltd.,NYSE,Capital Goods,Military/Government/Technical
ESMC,Escalon Medical Corp.,NYSE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ESNC,EnSync Inc.,AMEX,Public Utilities,Electric Utilities: Central
ESND,Essendant Inc.,NYSE,Consumer Services,Paper
ESNT,Essent Group Ltd.,NASDAQ,Finance,Property-Casualty Insurers
ESP,Espey Mfg. & Electronics Corp.,AMEX,Capital Goods,Industrial Machinery/Components
ESPR,Esperion Therapeutics Inc.,NYSE,Health Care,Major Pharmaceuticals
ESRT,Empire State Realty Trust Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
ESRX,Express Scripts Holding Company,NYSE,Health Care,Medical/Nursing Services
ESS,Essex Property Trust Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
ESSA,ESSA Bancorp Inc.,NYSE,Finance,Banks
ESTE,Earthstone Energy Inc.,AMEX,Energy,Oil & Gas Production
ESV,ENSCO plc,NASDAQ,Energy,Oil & Gas Production
ESXB,Community Bankers Trust Corporation.,NYSE,Finance,Major Banks
ETAK,Elephant Talk Communications Corp.,AMEX,Technology,EDP Services
ETE,Energy Transfer Equity L.P.,NASDAQ,Public Utilities,Natural Gas Distribution
ETFC,E*TRADE Financial Corporation,NYSE,Finance,Savings Institutions
ETH,Ethan Allen Interiors Inc.,NASDAQ,Consumer Durables,Home Furnishings
ETM,Entercom Communications Corporation,NASDAQ,Consumer Services,Broadcasting
ETN,Eaton Corporation PLC,NASDAQ,Technology,Industrial Machinery/Components
ETP,ENERGY TRANSFER PARTNERS,NASDAQ,Public Utilities,Natural Gas Distribution
ETR,Entergy Corporation,NASDAQ,Public Utilities,Electric Utilities: Central
ETRM,EnteroMedics Inc.,NYSE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ETSY,Etsy Inc.,NYSE,Miscellaneous,Business Services
EURN,Euronav NV,NASDAQ,Transportation,Marine Transportation
EV,Eaton Vance Corporation,NASDAQ,Finance,Investment Managers
EVA,Enviva Partners LP,NASDAQ,Basic Industries,Forest Products
EVAR,Lombard Medical Inc.,NYSE,Health Care,Medical/Dental Instruments
EVBN,Evans Bancorp Inc.,AMEX,Finance,Major Banks
EVBS,Eastern Virginia Bankshares Inc.,NYSE,Finance,Major Banks
EVC,Entravision Communications Corporation,NASDAQ,Consumer Services,Broadcasting
EVDY,Everyday Health Inc.,NASDAQ,Technology,EDP Services
EVEP,EV Energy Partners L.P.,NYSE,Energy,Oil & Gas Production
EVER,EverBank Financial Corp.,NASDAQ,Finance,Savings Institutions
EVGN,Evogene Ltd.,NASDAQ,Basic Industries,Agricultural Chemicals
EVH,Evolent Health Inc,NASDAQ,Consumer Services,Other Consumer Services
EVHC,Envision Healthcare Holdings Inc.,NASDAQ,Health Care,Hospital/Nursing Management
EVI,EnviroStarm Inc.,AMEX,Consumer Services,Other Consumer Services
EVK,Ever-Glory International Group Inc.,NYSE,Consumer Non-Durables,Apparel
EVLV,EVINE Live Inc.,NYSE,Consumer Services,Catalog/Specialty Distribution
EVOK,Evoke Pharma Inc.,NYSE,Health Care,Major Pharmaceuticals
EVOL,Evolving Systems Inc.,NYSE,Technology,EDP Services
EVR,Evercore Partners Inc,NASDAQ,Finance,Investment Managers
EVRI,Everi Holdings Inc.,NASDAQ,Finance,Finance: Consumer Services
EVTC,Evertec Inc.,NASDAQ,Technology,EDP Services
EW,Edwards Lifesciences Corporation,NASDAQ,Health Care,Industrial Specialties
EWBC,East West Bancorp Inc.,NYSE,Finance,Major Banks
EXA,Exa Corporation,NYSE,Technology,Computer Software: Prepackaged Software
EXAC,Exactech Inc.,NYSE,Health Care,Industrial Specialties
EXAM,ExamWorks Group Inc.,NASDAQ,Health Care,Medical/Nursing Services
EXAR,Exar Corporation,NASDAQ,Technology,Semiconductors
EXAS,EXACT Sciences Corporation,NYSE,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXC,Exelon Corporation,NASDAQ,Public Utilities,Power Generation
EXCU,Exelon Corporation,NASDAQ,Public Utilities,Power Generation
EXEL,Exelixis Inc.,NYSE,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFO,EXFO Inc,NYSE,Capital Goods,Electrical Products
EXK,Endeavour Silver Corporation,NASDAQ,Basic Industries,Precious Metals
EXLS,ExlService Holdings Inc.,NYSE,Miscellaneous,Business Services
EXP,Eagle Materials Inc,NASDAQ,Capital Goods,Building Materials
EXPD,Expeditors International of Washington Inc.,NYSE,Transportation,Oil Refining/Marketing
EXPE,Expedia Inc.,NYSE,Consumer Services,Transportation Services
EXPO,Exponent Inc.,NYSE,Consumer Services,Professional Services
EXPR,Express Inc.,NASDAQ,Consumer Services,Clothing/Shoe/Accessory Stores
EXR,Extra Space Storage Inc,NASDAQ,Consumer Services,Real Estate Investment Trusts
EXTN,Exterran Corporation,NASDAQ,Technology,Diversified Commercial Services
EXTR,Extreme Networks Inc.,NYSE,Technology,Computer Communications Equipment
EYEG,Eyegate Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
EYEGW,Eyegate Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
EYES,Second Sight Medical Products Inc.,NYSE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EZPW,EZCORP Inc.,NYSE,Consumer Services,Other Specialty Stores
EZT,Entergy Texas Inc,NASDAQ,Public Utilities,Electric Utilities: Central
F,Ford Motor Company,NASDAQ,Capital Goods,Auto Manufacturing
FAC,First Acceptance Corporation,NASDAQ,Finance,Property-Casualty Insurers
FAF,First American Corporation (The),NASDAQ,Finance,Specialty Insurers
FALC,FalconStor Software Inc.,NYSE,Technology,Computer Software: Prepackaged Software
FANG,Diamondback Energy Inc.,NYSE,Energy,Oil & Gas Production
FARM,Farmer Brothers Company,NYSE,Consumer Non-Durables,Packaged Foods
FARO,FARO Technologies Inc.,NYSE,Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company,NYSE,Consumer Services,RETAIL: Building Materials
FATE,Fate Therapeutics Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FB,Facebook Inc.,NYSE,Technology,Computer Software: Programming Data Processing
FBC,Flagstar Bancorp Inc.,NASDAQ,Finance,Savings Institutions
FBHS,Fortune Brands Home & Security Inc.,NASDAQ,Basic Industries,Homebuilding
FBIO,Fortress Biotech Inc.,NYSE,Health Care,Major Pharmaceuticals
FBIZ,First Business Financial Services Inc.,NYSE,Finance,Major Banks
FBMS,The First Bancshares Inc.,NYSE,Finance,Major Banks
FBNC,First Bancorp,NYSE,Finance,Major Banks
FBNK,First Connecticut Bancorp Inc.,NYSE,Finance,Banks
FBP,First BanCorp.,NASDAQ,Finance,Major Banks
FBR,Fibria Celulose S.A.,NASDAQ,Basic Industries,Paper
FBRC,FBR & Co,NYSE,Finance,Investment Bankers/Brokers/Service
FBSS,Fauquier Bankshares Inc.,NYSE,Finance,Major Banks
FC,Franklin Covey Company,NASDAQ,Consumer Services,Other Consumer Services
FCAM,Fiat Chrysler Automobiles N.V.,NASDAQ,Capital Goods,Auto Manufacturing
FCAP,First Capital Inc.,NYSE,Finance,Savings Institutions
FCAU,Fiat Chrysler Automobiles N.V.,NASDAQ,Capital Goods,Auto Manufacturing
FCB,FCB Financial Holdings Inc.,NASDAQ,Finance,Major Banks
FCBC,First Community Bancshares Inc.,NYSE,Finance,Major Banks
FCCO,First Community Corporation,NYSE,Finance,Major Banks
FCCY,1st Constitution Bancorp (NJ),NYSE,Finance,Savings Institutions
FCEL,FuelCell Energy Inc.,NYSE,Miscellaneous,Industrial Machinery/Components
FCF,First Commonwealth Financial Corporation,NASDAQ,Finance,Major Banks
FCFP,First Community Financial Partners Inc.,NYSE,Finance,Major Banks
FCFS,First Cash Financial Services Inc.,NYSE,Consumer Services,Other Specialty Stores
FCH,FelCor Lodging Trust Incorporated,NASDAQ,Consumer Services,Real Estate Investment Trusts
FCLF,First Clover Leaf Financial Corp.,NYSE,Finance,Major Banks
FCN,FTI Consulting Inc.,NASDAQ,Consumer Services,Professional Services
FCNCA,First Citizens BancShares Inc.,NYSE,Finance,Major Banks
FCPT,Four Corners Property Trust Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
FCS,Fairchild Semiconductor International Inc.,NYSE,Technology,Semiconductors
FCSC,Fibrocell Science Inc,NYSE,Health Care,Major Pharmaceuticals
FCTY,1st Century Bancshares Inc,NYSE,Finance,Major Banks
FCX,Freeport-McMoran Inc.,NASDAQ,Basic Industries,Precious Metals
FDC,First Data Corporation,NASDAQ,Miscellaneous,Business Services
FDEF,First Defiance Financial Corp.,NYSE,Finance,Savings Institutions
FDML,Federal-Mogul Holdings Corporation,NYSE,Capital Goods,Auto Parts:O.E.M.
FDP,Fresh Del Monte Produce Inc.,NASDAQ,Consumer Non-Durables,Farming/Seeds/Milling
FDS,FactSet Research Systems Inc.,NASDAQ,Technology,Computer Software: Programming Data Processing
FDX,FedEx Corporation,NASDAQ,Transportation,Air Freight/Delivery Services
FE,FirstEnergy Corporation,NASDAQ,Public Utilities,Electric Utilities: Central
FEIC,FEI Company,NYSE,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FEIM,Frequency Electronics Inc.,NYSE,Capital Goods,Electrical Products
FELE,Franklin Electric Co. Inc.,NYSE,Consumer Durables,Metal Fabrications
FELP,Foresight Energy LP,NASDAQ,Energy,Coal Mining
FENG,Phoenix New Media Limited,NASDAQ,Consumer Services,Broadcasting
FENX,Fenix Parts Inc.,NYSE,Consumer Services,Motor Vehicles
FES,Forbes Energy Services Ltd,NYSE,Energy,Oilfield Services/Equipment
FET,Forum Energy Technologies Inc.,NASDAQ,Energy,Metal Fabrications
FEYE,FireEye Inc.,NYSE,Technology,Computer peripheral equipment
FF,FutureFuel Corp.,NASDAQ,Basic Industries,Major Chemicals
FFBC,First Financial Bancorp.,NYSE,Finance,Major Banks
FFBCW,First Financial Bancorp.,NYSE,Finance,Major Banks
FFG,FBL Financial Group Inc.,NASDAQ,Finance,Life Insurance
FFHL,Fuwei Films (Holdings) Co. Ltd.,NYSE,Capital Goods,Specialty Chemicals
FFIC,Flushing Financial Corporation,NYSE,Finance,Major Banks
FFIN,First Financial Bankshares Inc.,NYSE,Finance,Major Banks
FFIV,F5 Networks Inc.,NYSE,Technology,Computer Communications Equipment
FFKT,Farmers Capital Bank Corporation,NYSE,Finance,Major Banks
FFNW,First Financial Northwest Inc.,NYSE,Finance,Banks
FFWM,First Foundation Inc.,NYSE,Finance,Major Banks
FGBI,First Guaranty Bancshares Inc.,NYSE,Finance,Savings Institutions
FGEN,FibroGen Inc,NYSE,Health Care,Major Pharmaceuticals
FGL,Fidelity and Guaranty Life,NASDAQ,Finance,Life Insurance
FGP,Ferrellgas Partners L.P.,NASDAQ,Consumer Services,Other Specialty Stores
FHCO,Female Health Company (The),NYSE,Basic Industries,Specialty Chemicals
FHN,First Horizon National Corporation,NASDAQ,Finance,Major Banks
FI,Frank's International N.V.,NASDAQ,Energy,Oilfield Services/Equipment
FIBK,First Interstate BancSystem Inc.,NYSE,Finance,Major Banks
FICO,Fair Isaac Corporation,NASDAQ,Miscellaneous,Business Services
FIG,Fortress Investment Group LLC,NASDAQ,Finance,Investment Managers
FII,Federated Investors Inc.,NASDAQ,Finance,Investment Managers
FINL,The Finish Line Inc.,NYSE,Consumer Services,Clothing/Shoe/Accessory Stores
FIS,Fidelity National Information Services Inc.,NASDAQ,Miscellaneous,Business Services
FISI,Financial Institutions Inc.,NYSE,Finance,Major Banks
FISV,Fiserv Inc.,NYSE,Technology,EDP Services
FIT,Fitbit Inc.,NASDAQ,Technology,Computer Manufacturing
FITB,Fifth Third Bancorp,NYSE,Finance,Major Banks
FITBI,Fifth Third Bancorp,NYSE,Finance,Major Banks
FIVE,Five Below Inc.,NYSE,Consumer Services,Department/Specialty Retail Stores
FIVN,Five9 Inc.,NYSE,Technology,EDP Services
FIX,Comfort Systems USA Inc.,NASDAQ,Capital Goods,Engineering & Construction
FIZZ,National Beverage Corp.,NYSE,Consumer Non-Durables,Beverages (Production/Distribution)
FL,Foot Locker Inc.,NASDAQ,Consumer Services,Clothing/Shoe/Accessory Stores
FLAT,region,NYSE,Finance,Commercial Banks
FLDM,Fluidigm Corporation,NYSE,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FLEX,Flextronics International Ltd.,NYSE,Technology,Electrical Products
FLIC,The First of Long Island Corporation,NYSE,Finance,Major Banks
